Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Antonius Calventius,21,29,Rome,169,87,Secutor,4,0,Novice,Dagger,Medium,Standard,0.580037399,Low,8.539916681,Adequate,Intermediate,Moderate,4,Calculative,Excellent,Glory,Laborer,Medium,Balanced,Medium,Intimidating,TRUE
Lamponius Sextus,39,11,Gaul,187,76,Murmillo,7,4,Novice,Dagger,Medium,Standard,0.53145723,Low,7.303031792,Adequate,Intermediate,Moderate,11,Calculative,Good,Freedom,Unemployed,Low,Aggressive,Medium,Intimidating,TRUE
Persius Aquillius,43,7,Gaul,174,105,Murmillo,15,1,Novice,Gladius (Sword),High,Superior,0.90195887,Low,5.467759636,Excellent,Basic,Strong,16,Calculative,Good,Survival,Entertainer,Medium,Balanced,High,Charismatic,TRUE
Aulus Julius,39,11,Gaul,153,100,Secutor,7,2,Novice,Dagger,Medium,Standard,0.731472424,Low,4.017531191,Adequate,Intermediate,Strong,9,Calculative,Good,Glory,Entertainer,Low,Balanced,High,Charismatic,TRUE
Decentius Opellius,29,21,Gaul,167,64,Retiarius,4,1,Novice,Net,Medium,Standard,0.516495683,Low,7.321568898,Adequate,Intermediate,Moderate,5,Calculative,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Intimidating,TRUE
Opimius Marius,36,14,Germania,167,76,Retiarius,10,3,Novice,Net,Medium,Standard,0.715728247,Low,3.000265711,Adequate,Basic,Strong,13,Aggressive,Good,Vengeance,Laborer,Medium,Balanced,High,Charismatic,TRUE
Petilius Minicius,32,18,Germania,156,64,Murmillo,10,3,Strength,Gladius (Sword),High,Superior,0.68868718,Low,2.691662228,Excellent,Advanced,Strong,13,Fearful,Excellent,Freedom,Laborer,Low,Aggressive,Medium,Charismatic,TRUE
Paelignus Herennius,30,20,Numidia,188,99,Secutor,6,0,Novice,Dagger,High,Superior,0.649969189,Low,2.617732217,Excellent,Intermediate,Strong,6,Aggressive,Excellent,Glory,Laborer,Medium,Aggressive,High,Humble,TRUE
Opimius Hordeonius,32,18,Numidia,170,70,Provocator,14,3,Novice,Dagger,Low,Basic,0.918487294,High,4.059802445,Poor,Basic,Strong,17,Aggressive,Good,Survival,Laborer,Medium,Aggressive,High,Flamboyant,TRUE
Didius Icilius,21,29,Greece,174,81,Thraex,9,3,Endurance,Sica (Curved Sword),High,Superior,0.6653116,High,6.815690906,Excellent,Advanced,Strong,12,Calculative,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Humble,TRUE
Ninnius Cicereius,34,16,Germania,154,99,Murmillo,9,2,Novice,Dagger,Low,Basic,0.724316537,High,4.513256951,Poor,Basic,Strong,11,Aggressive,Good,Freedom,Entertainer,Low,Aggressive,Low,Charismatic,TRUE
Burrienus Cordius,37,13,Thrace,161,101,Secutor,4,0,Novice,Dagger,High,Superior,0.636290414,Low,3.972954581,Excellent,Intermediate,Strong,4,Calculative,Excellent,Wealth,Unemployed,Medium,Aggressive,Low,Humble,TRUE
Sextus Iuventius,38,12,Numidia,178,77,Provocator,10,0,Novice,Gladius (Sword),High,Superior,0.813305975,Low,2.42595331,Excellent,Intermediate,Strong,10,Stoic,Excellent,Wealth,Unemployed,Medium,Balanced,High,Charismatic,TRUE
Catilius Coruncanius,30,20,Gaul,166,73,Secutor,10,5,Tactics,Gladius (Sword),Low,Basic,0.566387991,Low,5.2270076,Poor,Advanced,Moderate,15,Aggressive,Excellent,Wealth,Unemployed,Medium,Balanced,Medium,Intimidating,TRUE
Murena Caedicius,45,5,Gaul,179,84,Hoplomachus,13,0,Novice,Dagger,Medium,Standard,0.906274939,High,0.898291058,Adequate,Basic,Strong,13,Calculative,Fair,Survival,Criminal,Medium,Balanced,Medium,Flamboyant,TRUE
Tarquinius Claudius,45,5,Rome,175,101,Secutor,13,1,Novice,Gladius (Sword),Medium,Standard,1.017296995,Low,4.361903475,Adequate,Basic,Strong,14,Aggressive,Good,Freedom,Unemployed,Medium,Balanced,Medium,Humble,TRUE
Nasennius Laetorius,25,25,Thrace,156,72,Secutor,4,0,Agility,Gladius (Sword),Low,Basic,0.619276099,Low,7.70833209,Poor,Advanced,Moderate,4,Aggressive,Excellent,Survival,Entertainer,Medium,Balanced,Low,Charismatic,TRUE
Gnaeus Gabinius,37,13,Thrace,179,76,Hoplomachus,7,1,Novice,Dagger,Low,Basic,0.646737281,Low,2.351220323,Poor,Basic,Moderate,8,Fearful,Good,Vengeance,Unemployed,Medium,Aggressive,Medium,Humble,TRUE
Baebius Pacilius,43,7,Numidia,185,105,Murmillo,13,9,Novice,Dagger,High,Superior,0.679623668,Low,6.077454067,Excellent,Basic,Strong,22,Calculative,Good,Wealth,Laborer,Medium,Balanced,Medium,Intimidating,TRUE
Cinna Nonius,43,7,Gaul,176,106,Murmillo,16,5,Novice,Dagger,Low,Basic,0.780029144,Low,6.638623575,Poor,Basic,Strong,21,Aggressive,Good,Survival,Laborer,Medium,Balanced,High,Flamboyant,TRUE
Cornelius Ovidius,18,32,Germania,182,100,Secutor,3,1,Novice,Gladius (Sword),Medium,Standard,0.499105293,Low,4.061598918,Adequate,Intermediate,Moderate,4,Fearful,Excellent,Survival,Laborer,High,Balanced,Medium,Intimidating,FALSE
Manius Iulius,19,31,Gaul,162,83,Retiarius,5,1,Tactics,Trident,High,Superior,0.59521991,Low,2.073047958,Excellent,Advanced,Strong,6,Fearful,Excellent,Survival,Unemployed,Medium,Balanced,Low,Charismatic,FALSE
Mallius Laecanius,28,22,Greece,166,70,Provocator,4,1,Tactics,Dagger,High,Superior,0.476782648,Low,3.518489765,Excellent,Expert,Strong,5,Calculative,Excellent,Freedom,Unemployed,Medium,Balanced,High,Intimidating,TRUE
Appius Maecilius,24,26,Gaul,178,62,Thraex,3,0,Agility,Dagger,High,Superior,0.512563682,Low,5.481256113,Excellent,Advanced,Strong,3,Calculative,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Terentius Cloelius,36,14,Rome,179,50,Thraex,8,1,Novice,Sica (Curved Sword),Low,Basic,0.768034783,Low,4.214618527,Poor,Basic,Strong,9,Fearful,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Ostorius Petreius,33,17,Greece,173,116,Secutor,10,3,Tactics,Dagger,Medium,Standard,0.792735307,Low,6.743667063,Adequate,Expert,Strong,13,Fearful,Excellent,Glory,Unemployed,Medium,Balanced,High,Charismatic,FALSE
Ogulnius Octavenus,26,24,Numidia,171,90,Thraex,3,0,Tactics,Sica (Curved Sword),High,Superior,0.61834338,Low,8.808384258,Excellent,Expert,Strong,3,Calculative,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Humble,TRUE
Tiberius Caninius,30,20,Greece,174,95,Thraex,5,0,Novice,Dagger,Medium,Standard,0.636274096,Low,3.842454468,Adequate,Intermediate,Moderate,5,Calculative,Excellent,Glory,Unemployed,Low,Balanced,Medium,Charismatic,FALSE
Fundanus Fidenas,32,18,Thrace,170,103,Hoplomachus,14,4,Strength,Dagger,Medium,Standard,0.781831686,High,1.646671622,Adequate,Expert,Strong,18,Fearful,Good,Survival,Laborer,Low,Aggressive,Medium,Charismatic,TRUE
Iuventius Opellius,27,23,Gaul,155,87,Thraex,3,1,Novice,Dagger,Low,Basic,0.432100665,Low,5.923729709,Poor,Basic,Moderate,4,Stoic,Excellent,Freedom,Unemployed,Medium,Aggressive,Medium,Intimidating,FALSE
Mamilius Granius,37,13,Germania,165,67,Secutor,10,3,Novice,Dagger,Low,Basic,0.631053752,Low,5.109238815,Poor,Intermediate,Moderate,13,Fearful,Good,Wealth,Laborer,Medium,Aggressive,Medium,Humble,TRUE
Julius Orbilius,23,27,Germania,186,95,Provocator,8,1,Novice,Dagger,Medium,Standard,0.735937831,Low,7.193498704,Adequate,Intermediate,Strong,9,Stoic,Excellent,Glory,Soldier,High,Balanced,High,Charismatic,TRUE
Latinius Nautius,45,5,Gaul,169,81,Provocator,11,2,Novice,Dagger,Medium,Standard,0.800381501,Low,3.237941355,Adequate,Basic,Strong,13,Aggressive,Good,Freedom,Criminal,Medium,Balanced,High,Charismatic,TRUE
Baebius Paelignus,26,24,Greece,193,79,Provocator,7,1,Novice,Dagger,High,Superior,0.698523281,Low,8.129795253,Excellent,Basic,Strong,8,Aggressive,Excellent,Survival,Criminal,Low,Balanced,High,Humble,TRUE
Percennius Pettius,25,25,Thrace,171,82,Thraex,7,3,Endurance,Dagger,High,Superior,0.617422252,Low,6.644502124,Excellent,Expert,Strong,10,Stoic,Excellent,Glory,Laborer,Medium,Balanced,Medium,Humble,TRUE
Ovidius Ninnius,38,12,Germania,172,88,Provocator,11,3,Novice,Dagger,High,Superior,0.926390312,High,3.158789916,Excellent,Basic,Strong,14,Fearful,Good,Glory,Unemployed,Medium,Aggressive,Medium,Intimidating,TRUE
Galerius Agrippa,38,12,Numidia,183,97,Murmillo,11,5,Novice,Gladius (Sword),High,Superior,0.595002916,Low,2.27510071,Excellent,Basic,Strong,16,Stoic,Excellent,Glory,Unemployed,Medium,Aggressive,Low,Humble,TRUE
Decimus Ovidius,44,6,Gaul,172,82,Provocator,14,4,Novice,Gladius (Sword),Medium,Standard,0.929169974,High,1.065600598,Adequate,Basic,Strong,18,Stoic,Fair,Survival,Laborer,Medium,Aggressive,High,Flamboyant,TRUE
Caelius Coruncanius,24,26,Numidia,179,72,Provocator,8,3,Tactics,Gladius (Sword),High,Superior,0.719701716,Low,7.661428676,Excellent,Advanced,Strong,11,Calculative,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Humble,TRUE
Marius Aquillius,26,24,Rome,182,99,Murmillo,4,0,Novice,Dagger,Low,Basic,0.605211095,Low,4.806634798,Poor,Intermediate,Moderate,4,Aggressive,Excellent,Freedom,Entertainer,Low,Balanced,Medium,Intimidating,TRUE
Quintus Caninius,28,22,Germania,172,95,Hoplomachus,7,3,Novice,Spear,High,Superior,0.603909718,Low,4.403974354,Excellent,Intermediate,Strong,10,Calculative,Excellent,Wealth,Entertainer,Medium,Aggressive,High,Charismatic,TRUE
Appius Percennius,33,17,Greece,157,65,Hoplomachus,5,1,Novice,Dagger,High,Superior,0.548800805,Low,1.772539735,Excellent,Intermediate,Strong,6,Aggressive,Excellent,Survival,Laborer,Low,Balanced,High,Intimidating,TRUE
Gaius Considius,19,31,Germania,187,102,Thraex,4,0,Agility,Dagger,Medium,Standard,0.715015687,Low,4.46606439,Adequate,Expert,Strong,4,Aggressive,Excellent,Glory,Soldier,Low,Balanced,High,Charismatic,TRUE
Matinius Opimius,27,23,Gaul,173,88,Thraex,6,3,Tactics,Dagger,Medium,Standard,0.542564272,High,7.152504366,Adequate,Expert,Moderate,9,Fearful,Good,Survival,Laborer,Medium,Aggressive,Medium,Charismatic,TRUE
Betilienus Laecanius,23,27,Greece,163,51,Retiarius,4,0,Speed,Trident,Low,Basic,0.455409987,Low,10.75111532,Poor,Expert,Moderate,4,Calculative,Excellent,Freedom,Entertainer,High,Defensive,Low,Intimidating,TRUE
Nasidienus Camillius,33,17,Numidia,171,84,Secutor,10,1,Agility,Gladius (Sword),Medium,Standard,0.744168091,High,0.930115874,Adequate,Advanced,Strong,11,Aggressive,Good,Survival,Criminal,Medium,Aggressive,Low,Charismatic,TRUE
Tarquinius Mamilius,27,23,Germania,176,85,Retiarius,7,4,Novice,Net,Low,Basic,0.627062874,Low,3.343464087,Poor,Intermediate,Moderate,11,Stoic,Excellent,Freedom,Laborer,Medium,Aggressive,Low,Humble,TRUE
Aelius Mucius,31,19,Greece,182,83,Hoplomachus,8,5,Novice,Dagger,Medium,Standard,0.546815422,Low,4.599830991,Adequate,Basic,Moderate,13,Calculative,Excellent,Glory,Unemployed,Low,Balanced,Medium,Humble,TRUE
Egnatius Octavenus,37,13,Greece,174,90,Retiarius,6,0,Novice,Net,High,Superior,0.7076807,Low,2.780339888,Excellent,Basic,Strong,6,Calculative,Excellent,Glory,Unemployed,Medium,Aggressive,Medium,Flamboyant,TRUE
Mescinius Considius,25,25,Greece,195,52,Retiarius,7,3,Tactics,Net,High,Superior,0.494491436,Low,4.132458693,Excellent,Advanced,Strong,10,Aggressive,Excellent,Glory,Entertainer,Low,Balanced,Low,Charismatic,TRUE
Terentius Foslius,31,19,Thrace,173,75,Hoplomachus,5,1,Novice,Dagger,Low,Basic,0.64054865,Low,6.040154617,Poor,Intermediate,Moderate,6,Aggressive,Excellent,Glory,Laborer,Medium,Balanced,Medium,Humble,TRUE
Norbanus Orchius,41,9,Numidia,183,89,Retiarius,10,1,Novice,Net,Medium,Standard,0.906406562,Low,6.480886156,Adequate,Intermediate,Strong,11,Calculative,Good,Survival,Unemployed,Medium,Balanced,High,Humble,TRUE
Nonius Numerius,35,15,Germania,173,87,Secutor,6,0,Novice,Gladius (Sword),High,Superior,0.597687982,Low,4.155994189,Excellent,Basic,Strong,6,Aggressive,Excellent,Survival,Criminal,Medium,Balanced,Low,Humble,TRUE
Ostorius Fulcinia,20,30,Rome,159,79,Murmillo,3,0,Agility,Dagger,Medium,Standard,0.481609327,Low,5.196568371,Adequate,Expert,Moderate,3,Calculative,Excellent,Freedom,Criminal,High,Balanced,Low,Intimidating,FALSE
Balbus Fulcinia,25,25,Thrace,171,82,Provocator,8,1,Novice,Gladius (Sword),Medium,Standard,0.731521574,Low,7.473643645,Adequate,Intermediate,Strong,9,Stoic,Excellent,Survival,Entertainer,Medium,Balanced,High,Intimidating,TRUE
Aulus Bruttius,24,26,Gaul,184,83,Secutor,8,1,Novice,Gladius (Sword),Low,Basic,0.851703727,High,1.867361505,Poor,Intermediate,Strong,9,Calculative,Excellent,Wealth,Soldier,High,Aggressive,Low,Intimidating,TRUE
Decentius Genucius,20,30,Greece,163,81,Provocator,4,0,Novice,Gladius (Sword),Medium,Standard,0.694233862,Low,2.699205093,Adequate,Intermediate,Moderate,4,Fearful,Excellent,Survival,Laborer,Low,Aggressive,Low,Intimidating,FALSE
Catius Foslius,23,27,Numidia,172,92,Retiarius,10,3,Speed,Net,Medium,Standard,0.705664473,Low,4.025662087,Adequate,Advanced,Strong,13,Fearful,Excellent,Vengeance,Laborer,High,Balanced,High,Humble,FALSE
Fulcinia Sextius,26,24,Thrace,170,100,Murmillo,0,0,Novice,Dagger,Medium,Standard,0.370528856,Low,3.747299623,Adequate,Intermediate,Moderate,0,Fearful,Excellent,Wealth,Entertainer,Low,Aggressive,Low,Charismatic,FALSE
Genucius Matinius,20,30,Germania,173,59,Provocator,5,0,Strength,Dagger,Low,Basic,0.616152042,Low,7.738291834,Poor,Expert,Moderate,5,Stoic,Excellent,Vengeance,Criminal,Low,Balanced,Medium,Humble,TRUE
Cominius Orestius,23,27,Gaul,161,89,Thraex,10,4,Endurance,Sica (Curved Sword),Medium,Standard,0.757931484,Low,6.719984843,Adequate,Advanced,Strong,14,Aggressive,Excellent,Glory,Entertainer,High,Defensive,Medium,Humble,TRUE
Titus Servius,19,31,Gaul,175,54,Hoplomachus,6,1,Novice,Dagger,High,Superior,0.63192797,Low,5.998692924,Excellent,Intermediate,Strong,7,Aggressive,Excellent,Glory,Laborer,High,Aggressive,High,Charismatic,TRUE
Mamilius Laronius,18,32,Gaul,172,70,Hoplomachus,1,0,Strength,Spear,Low,Basic,0.523527076,Low,7.240777896,Poor,Expert,Moderate,1,Stoic,Excellent,Survival,Unemployed,High,Aggressive,Medium,Charismatic,FALSE
Paelignus Pinarus,37,13,Rome,189,96,Murmillo,10,3,Novice,Gladius (Sword),Low,Basic,0.865553747,Low,6.062464569,Poor,Intermediate,Strong,13,Aggressive,Good,Glory,Unemployed,Medium,Balanced,Medium,Flamboyant,TRUE
Flavius Pinarus,27,23,Gaul,169,50,Secutor,6,1,Speed,Gladius (Sword),High,Superior,0.628764663,Low,4.721072127,Excellent,Expert,Strong,7,Stoic,Excellent,Survival,Unemployed,Medium,Aggressive,High,Charismatic,TRUE
Galerius Hostilius,31,19,Gaul,177,86,Hoplomachus,4,0,Novice,Spear,High,Superior,0.518456251,Low,4.866726164,Excellent,Basic,Strong,4,Fearful,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Humble,TRUE
Valerius Titus,23,27,Thrace,185,77,Provocator,12,4,Speed,Gladius (Sword),Medium,Standard,0.78153332,Low,5.09789858,Adequate,Advanced,Strong,16,Calculative,Excellent,Glory,Laborer,High,Balanced,High,Charismatic,TRUE
Fidenas Murena,23,27,Rome,195,86,Provocator,8,0,Tactics,Gladius (Sword),Low,Basic,0.747269576,Low,7.154631832,Poor,Advanced,Strong,8,Stoic,Excellent,Freedom,Soldier,Medium,Aggressive,High,Humble,TRUE
Lartius Sulpicius,18,32,Numidia,151,69,Thraex,5,1,Agility,Sica (Curved Sword),Medium,Standard,0.508420974,Low,5.675721381,Adequate,Advanced,Moderate,6,Stoic,Excellent,Survival,Criminal,High,Aggressive,Medium,Intimidating,TRUE
Albinius Paconius,30,20,Greece,160,102,Murmillo,6,0,Novice,Gladius (Sword),Medium,Standard,0.679912791,Low,4.2350958,Adequate,Basic,Moderate,6,Fearful,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Humble,TRUE
Titus Murena,43,7,Rome,169,88,Secutor,13,4,Novice,Gladius (Sword),Low,Basic,0.88606805,Low,5.559143647,Poor,Basic,Strong,17,Calculative,Good,Glory,Entertainer,Medium,Balanced,Medium,Flamboyant,TRUE
Numerius Iuventius,39,11,Numidia,168,69,Retiarius,12,4,Novice,Trident,High,Superior,0.787289938,Low,1.040119513,Excellent,Basic,Strong,16,Stoic,Excellent,Wealth,Unemployed,Medium,Balanced,Medium,Flamboyant,TRUE
Marcus Avidius,26,24,Numidia,181,86,Retiarius,9,2,Strength,Trident,Low,Basic,0.671939601,Low,8.066405384,Poor,Advanced,Moderate,11,Calculative,Excellent,Glory,Laborer,Medium,Balanced,Medium,Charismatic,TRUE
Ostorius Cinna,39,11,Germania,175,60,Retiarius,8,2,Novice,Trident,Low,Basic,0.737245467,High,0.97482497,Poor,Basic,Strong,10,Stoic,Fair,Survival,Laborer,Low,Aggressive,High,Humble,TRUE
Egnatius Cordius,30,20,Germania,170,83,Provocator,6,2,Novice,Gladius (Sword),Low,Basic,0.536794494,Low,4.32873525,Poor,Basic,Moderate,8,Aggressive,Excellent,Glory,Laborer,Medium,Balanced,Medium,Intimidating,TRUE
Balbus Orchius,42,8,Germania,169,88,Hoplomachus,5,1,Novice,Spear,High,Superior,0.579009844,Low,2.848981559,Excellent,Basic,Strong,6,Aggressive,Good,Glory,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Atilius Mescinius,21,29,Gaul,171,84,Murmillo,3,0,Tactics,Dagger,Low,Basic,0.473221963,Low,7.662959884,Poor,Expert,Moderate,3,Fearful,Excellent,Freedom,Laborer,Low,Aggressive,Medium,Intimidating,FALSE
Hostilius Cordius,27,23,Rome,178,79,Thraex,12,2,Speed,Sica (Curved Sword),High,Superior,0.947359914,Low,4.146869767,Excellent,Advanced,Strong,14,Fearful,Excellent,Glory,Entertainer,Medium,Balanced,High,Intimidating,TRUE
Modius Cosconius,42,8,Thrace,168,88,Hoplomachus,13,2,Novice,Dagger,Medium,Standard,0.941154495,Low,1.037706739,Adequate,Basic,Strong,15,Fearful,Good,Vengeance,Criminal,Medium,Balanced,High,Intimidating,TRUE
Granius Ogulnius,25,25,Thrace,181,111,Provocator,5,0,Novice,Dagger,Low,Basic,0.652300257,Low,7.742862754,Poor,Intermediate,Moderate,5,Aggressive,Excellent,Freedom,Entertainer,Low,Aggressive,Medium,Humble,TRUE
Duronius Gracchus,34,16,Gaul,165,84,Provocator,12,4,Novice,Gladius (Sword),Medium,Standard,0.793352221,Low,1.184355369,Adequate,Intermediate,Strong,16,Fearful,Excellent,Survival,Entertainer,Medium,Balanced,Medium,Charismatic,TRUE
Marcius Laecanius,41,9,Rome,185,60,Thraex,12,5,Novice,Dagger,Medium,Standard,0.645444748,Low,2.268814848,Adequate,Basic,Moderate,17,Calculative,Good,Wealth,Unemployed,Low,Aggressive,Low,Humble,TRUE
Iunius Domitius,34,16,Germania,178,48,Retiarius,8,0,Agility,Net,High,Superior,0.846343483,Low,3.459751317,Excellent,Advanced,Strong,8,Stoic,Excellent,Freedom,Criminal,Medium,Aggressive,High,Humble,TRUE
Fidenas Lollius,37,13,Thrace,169,80,Secutor,13,2,Endurance,Dagger,Low,Basic,0.994150907,High,3.077220254,Poor,Advanced,Strong,15,Fearful,Fair,Glory,Laborer,Medium,Balanced,High,Charismatic,TRUE
Decentius Sulpicius,45,5,Thrace,191,43,Provocator,14,3,Novice,Dagger,High,Superior,0.89737264,High,0.909105061,Excellent,Basic,Strong,17,Stoic,Fair,Survival,Entertainer,Medium,Balanced,High,Charismatic,TRUE
Munatius Sulpicius,41,9,Greece,171,92,Murmillo,5,0,Novice,Dagger,Medium,Standard,0.685902228,Low,4.67428956,Adequate,Intermediate,Moderate,5,Fearful,Good,Freedom,Entertainer,Medium,Aggressive,Low,Charismatic,TRUE
Nasennius Numonius,30,20,Thrace,183,88,Secutor,5,2,Endurance,Gladius (Sword),Low,Basic,0.605886878,Low,5.890144254,Poor,Advanced,Moderate,7,Calculative,Excellent,Survival,Laborer,Low,Balanced,Medium,Intimidating,TRUE
Manilius Catius,18,32,Thrace,182,88,Murmillo,7,2,Novice,Gladius (Sword),Medium,Standard,0.622609349,Low,8.408260526,Adequate,Intermediate,Moderate,9,Calculative,Excellent,Survival,Entertainer,Medium,Balanced,Low,Humble,TRUE
Cocceius Hordeonius,33,17,Rome,181,57,Retiarius,7,1,Novice,Net,Low,Basic,0.598792093,Low,4.809643395,Poor,Basic,Moderate,8,Aggressive,Excellent,Vengeance,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Mucius Manilius,18,32,Numidia,174,75,Provocator,3,0,Novice,Dagger,Medium,Standard,0.539593151,Low,5.283137703,Adequate,Intermediate,Moderate,3,Calculative,Excellent,Survival,Soldier,Medium,Balanced,Medium,Intimidating,TRUE
Messalla Nasidienus,33,17,Numidia,198,81,Retiarius,10,2,Novice,Net,High,Superior,0.834159036,Low,5.839007836,Excellent,Intermediate,Strong,12,Calculative,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Flamboyant,TRUE
Curtius Avidius,42,8,Numidia,170,85,Hoplomachus,9,0,Novice,Spear,Low,Basic,0.927026046,Low,4.578934441,Poor,Basic,Strong,9,Stoic,Good,Survival,Entertainer,Medium,Balanced,High,Intimidating,TRUE
Numitorius Aulus,33,17,Thrace,193,83,Thraex,8,2,Novice,Sica (Curved Sword),Low,Basic,0.689273902,Low,6.896145369,Poor,Basic,Moderate,10,Aggressive,Excellent,Survival,Entertainer,Low,Balanced,Low,Intimidating,TRUE
Fulvius Pasidienus,34,16,Thrace,155,83,Thraex,13,3,Agility,Sica (Curved Sword),Medium,Standard,0.912204349,Low,6.403041122,Adequate,Advanced,Strong,16,Stoic,Excellent,Freedom,Entertainer,Low,Balanced,Medium,Humble,TRUE
Petreius Pacilius,26,24,Thrace,173,96,Murmillo,7,0,Endurance,Dagger,Medium,Standard,0.788630268,Low,7.81886896,Adequate,Advanced,Strong,7,Calculative,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Humble,TRUE
Fidius Agrippa,20,30,Numidia,168,90,Provocator,4,1,Strength,Gladius (Sword),Low,Basic,0.488029805,Low,5.635480447,Poor,Expert,Moderate,5,Stoic,Excellent,Wealth,Soldier,Medium,Balanced,Medium,Humble,FALSE
Festinius Manilius,41,9,Numidia,176,64,Retiarius,7,2,Novice,Net,Low,Basic,0.643048464,Low,1.051277879,Poor,Basic,Moderate,9,Aggressive,Good,Vengeance,Laborer,Low,Balanced,Low,Charismatic,TRUE
Quintus Iunius,42,8,Thrace,157,72,Hoplomachus,13,1,Novice,Spear,Low,Basic,0.931565246,Low,1.026832124,Poor,Basic,Strong,14,Calculative,Good,Vengeance,Entertainer,Medium,Aggressive,High,Flamboyant,TRUE
Ennius Caninius,21,29,Numidia,173,82,Retiarius,6,0,Novice,Trident,High,Superior,0.780453959,Low,7.106356525,Excellent,Intermediate,Strong,6,Calculative,Excellent,Wealth,Soldier,Medium,Aggressive,Medium,Charismatic,TRUE
Lacerius Quintus,38,12,Numidia,165,78,Thraex,4,1,Novice,Dagger,Low,Basic,0.564154089,Low,1.008149188,Poor,Intermediate,Moderate,5,Calculative,Good,Glory,Laborer,Low,Balanced,Low,Humble,TRUE
Marcius Ninnius,20,30,Greece,183,78,Retiarius,4,0,Strength,Net,Medium,Standard,0.612066965,Low,6.953908426,Adequate,Advanced,Moderate,4,Stoic,Excellent,Wealth,Entertainer,High,Balanced,Medium,Intimidating,TRUE
Terentius Nigidius,44,6,Thrace,162,92,Secutor,14,0,Novice,Gladius (Sword),Medium,Standard,0.954832896,High,1.555709741,Adequate,Basic,Strong,14,Stoic,Fair,Glory,Entertainer,Low,Balanced,High,Humble,TRUE
Persius Gnaeus,32,18,Rome,162,71,Provocator,4,2,Novice,Dagger,High,Superior,0.498745483,Low,9.51817968,Excellent,Intermediate,Strong,6,Aggressive,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Charismatic,TRUE
Cicereius Norbanus,21,29,Rome,178,77,Secutor,6,1,Novice,Gladius (Sword),Medium,Standard,0.599433951,Low,0.942561308,Adequate,Intermediate,Moderate,7,Calculative,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,FALSE
Valerius Calpurnius,38,12,Germania,164,95,Murmillo,14,0,Speed,Gladius (Sword),High,Superior,0.885538097,High,1.041667591,Excellent,Advanced,Strong,14,Aggressive,Good,Survival,Criminal,Low,Balanced,Medium,Charismatic,TRUE
Cocceius Tarquinius,28,22,Numidia,182,78,Retiarius,7,0,Novice,Trident,Low,Basic,0.719475765,Low,4.311876885,Poor,Intermediate,Strong,7,Stoic,Excellent,Glory,Entertainer,Medium,Aggressive,High,Humble,FALSE
Ninnius Hirrus,33,17,Numidia,186,77,Retiarius,5,0,Tactics,Trident,Low,Basic,0.731560958,Low,3.442065765,Poor,Advanced,Strong,5,Stoic,Excellent,Freedom,Criminal,Medium,Aggressive,Medium,Humble,TRUE
Albinius Cornelius,25,25,Gaul,184,74,Provocator,5,1,Novice,Dagger,High,Superior,0.529455678,Low,6.707894276,Excellent,Intermediate,Strong,6,Fearful,Excellent,Survival,Entertainer,Medium,Aggressive,Low,Humble,TRUE
Didius Sulpicius,38,12,Gaul,175,103,Provocator,12,1,Novice,Gladius (Sword),Medium,Standard,0.822631397,High,3.65730923,Adequate,Basic,Strong,13,Stoic,Fair,Vengeance,Entertainer,Medium,Balanced,High,Humble,TRUE
Tarquinius Fulvius,30,20,Greece,190,94,Provocator,5,0,Novice,Dagger,High,Superior,0.692767816,Low,9.519583968,Excellent,Basic,Strong,5,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Charismatic,FALSE
Fulcinia Cocceius,40,10,Germania,179,72,Thraex,4,0,Novice,Sica (Curved Sword),High,Superior,0.561432013,Low,2.75774693,Excellent,Basic,Strong,4,Stoic,Excellent,Freedom,Unemployed,Medium,Balanced,High,Humble,TRUE
Balbus Matinius,30,20,Greece,173,85,Secutor,9,0,Novice,Dagger,Low,Basic,0.856748737,Low,5.674305697,Poor,Intermediate,Strong,9,Fearful,Excellent,Glory,Laborer,Medium,Aggressive,High,Charismatic,TRUE
